age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,poutcome,nr.employed,Subscribed
30,entrepreneur,divorced,basic.6y,no,no,cellular,may,thu,422,3,999,nonexistent,5099.1,no
33,admin.,single,university.degree,no,yes,cellular,may,thu,49,2,999,failure,5099.1,no
44,blue-collar,married,basic.6y,no,yes,cellular,may,thu,244,2,999,nonexistent,5099.1,no
31,management,single,university.degree,yes,no,cellular,may,thu,924,3,999,nonexistent,5099.1,no
35,blue-collar,married,basic.6y,no,no,cellular,may,thu,126,2,999,nonexistent,5099.1,no
35,services,married,professional.course,yes,no,cellular,may,thu,188,2,999,nonexistent,5099.1,no
59,blue-collar,married,basic.4y,no,no,cellular,may,thu,190,2,999,failure,5099.1,no
33,blue-collar,married,basic.9y,yes,no,cellular,may,thu,580,2,999,nonexistent,5099.1,no
46,admin.,married,university.degree,no,no,cellular,may,thu,227,2,999,nonexistent,5099.1,no
59,blue-collar,married,basic.9y,no,no,cellular,may,thu,600,2,999,failure,5099.1,no
33,blue-collar,married,basic.9y,yes,no,cellular,may,thu,580,3,999,nonexistent,5099.1,no
40,admin.,married,basic.9y,yes,yes,cellular,may,thu,639,2,10,success,5099.1,no
30,blue-collar,married,basic.4y,no,no,cellular,may,thu,244,2,999,nonexistent,5099.1,no
31,admin.,married,university.degree,no,no,cellular,may,thu,245,3,999,nonexistent,5099.1,no
36,blue-collar,single,basic.4y,no,yes,cellular,may,thu,178,3,999,nonexistent,5099.1,no
44,blue-collar,married,basic.6y,no,no,cellular,may,thu,212,2,999,nonexistent,5099.1,no
34,technician,married,professional.course,unknown,unknown,cellular,may,thu,35,3,999,nonexistent,5099.1,no
40,blue-collar,married,basic.9y,yes,yes,cellular,may,thu,227,2,999,nonexistent,5099.1,no
33,admin.,divorced,university.degree,no,yes,cellular,may,thu,201,8,999,nonexistent,5099.1,no
37,services,married,basic.9y,yes,no,cellular,may,thu,158,3,999,nonexistent,5099.1,no
37,admin.,married,high.school,no,yes,cellular,may,thu,198,2,999,nonexistent,5099.1,no
48,blue-collar,married,professional.course,no,no,cellular,may,thu,146,2,999,failure,5099.1,no
54,admin.,married,high.school,no,no,cellular,may,thu,202,2,999,nonexistent,5099.1,no
44,blue-collar,married,basic.9y,no,no,cellular,may,thu,556,3,999,nonexistent,5099.1,no
34,blue-collar,married,basic.9y,no,no,cellular,may,thu,728,2,999,nonexistent,5099.1,no
39,technician,married,professional.course,no,no,cellular,may,thu,189,2,999,nonexistent,5099.1,no
37,services,married,high.school,no,no,cellular,may,thu,262,2,999,nonexistent,5099.1,no
30,services,single,high.school,no,no,cellular,may,thu,132,2,999,nonexistent,5099.1,no
28,services,married,basic.9y,no,no,telephone,may,thu,11,2,999,nonexistent,5099.1,no
39,blue-collar,married,basic.4y,no,no,cellular,may,thu,166,3,999,failure,5099.1,no
26,unemployed,married,basic.9y,yes,yes,cellular,may,thu,217,2,999,failure,5099.1,no
41,admin.,single,high.school,no,no,telephone,may,thu,202,2,999,failure,5099.1,no
45,technician,divorced,university.degree,yes,yes,cellular,may,thu,252,2,999,nonexistent,5099.1,no
42,admin.,divorced,high.school,yes,no,cellular,may,thu,350,2,999,nonexistent,5099.1,no
43,blue-collar,married,basic.9y,yes,no,cellular,may,thu,93,4,999,failure,5099.1,no
44,services,married,professional.course,yes,no,cellular,may,thu,428,2,999,failure,5099.1,no
24,student,single,university.degree,no,no,telephone,may,thu,908,2,999,nonexistent,5099.1,no
36,student,single,basic.9y,yes,no,cellular,may,thu,246,2,999,nonexistent,5099.1,no
36,blue-collar,married,basic.9y,yes,no,cellular,may,thu,140,3,999,nonexistent,5099.1,no
32,admin.,single,professional.course,yes,no,cellular,may,thu,603,2,7,failure,5099.1,no
36,blue-collar,married,basic.6y,no,no,cellular,may,thu,592,2,999,failure,5099.1,no
35,services,single,high.school,no,yes,cellular,may,thu,195,2,999,failure,5099.1,no
28,student,single,university.degree,yes,no,cellular,may,thu,191,2,999,nonexistent,5099.1,no
44,technician,divorced,professional.course,yes,no,cellular,may,thu,245,3,999,nonexistent,5099.1,no
31,entrepreneur,single,basic.9y,no,no,cellular,may,thu,300,2,999,nonexistent,5099.1,no
39,services,married,high.school,yes,no,cellular,may,thu,739,2,999,failure,5099.1,no
56,admin.,married,basic.9y,no,yes,cellular,may,thu,225,2,999,failure,5099.1,no
35,blue-collar,married,basic.6y,yes,no,cellular,may,thu,429,2,999,failure,5099.1,no
46,management,married,university.degree,yes,no,cellular,may,thu,293,2,999,nonexistent,5099.1,no
41,blue-collar,married,basic.9y,yes,no,cellular,may,thu,434,3,999,failure,5099.1,no
46,services,married,high.school,no,no,telephone,may,thu,79,2,999,nonexistent,5099.1,no
40,services,married,high.school,no,no,cellular,may,thu,388,2,999,failure,5099.1,no
31,services,married,high.school,yes,no,cellular,may,thu,128,2,999,nonexistent,5099.1,no
34,services,single,high.school,yes,yes,cellular,may,thu,269,2,999,nonexistent,5099.1,no
33,services,married,high.school,yes,yes,cellular,may,thu,273,2,999,nonexistent,5099.1,no
48,blue-collar,married,professional.course,no,yes,cellular,may,thu,291,2,999,nonexistent,5099.1,no
46,blue-collar,single,basic.9y,yes,no,cellular,may,thu,364,3,999,nonexistent,5099.1,no
36,blue-collar,married,unknown,no,no,cellular,may,thu,249,4,999,failure,5099.1,no
29,services,married,professional.course,yes,no,cellular,may,thu,109,2,999,nonexistent,5099.1,no
43,services,single,high.school,no,no,cellular,may,thu,337,5,999,nonexistent,5099.1,no
30,blue-collar,married,basic.4y,yes,no,cellular,may,thu,219,2,999,nonexistent,5099.1,no
35,blue-collar,married,basic.9y,yes,yes,cellular,may,thu,235,2,999,nonexistent,5099.1,no
31,unemployed,married,professional.course,yes,no,cellular,may,thu,700,1,999,nonexistent,5099.1,no
26,admin.,single,basic.9y,yes,yes,cellular,may,thu,161,2,999,nonexistent,5099.1,no
35,technician,single,professional.course,no,yes,cellular,may,thu,181,2,999,failure,5099.1,no
36,student,single,basic.9y,yes,yes,cellular,may,thu,432,3,999,nonexistent,5099.1,no
31,technician,married,professional.course,yes,no,cellular,may,thu,476,2,999,nonexistent,5099.1,no
24,services,single,high.school,yes,no,cellular,may,thu,263,2,10,success,5099.1,no
36,blue-collar,married,unknown,no,no,cellular,may,thu,156,2,999,nonexistent,5099.1,no
49,blue-collar,married,basic.9y,no,no,cellular,may,thu,589,2,999,nonexistent,5099.1,no
31,services,married,high.school,unknown,unknown,cellular,may,thu,215,2,999,failure,5099.1,no
46,management,married,university.degree,yes,yes,cellular,may,thu,84,3,999,failure,5099.1,no
33,blue-collar,married,basic.9y,no,no,cellular,may,thu,329,2,999,nonexistent,5099.1,no
38,technician,married,university.degree,yes,no,cellular,may,thu,174,3,999,failure,5099.1,no
47,admin.,single,basic.9y,no,no,cellular,may,thu,253,2,999,failure,5099.1,no
47,management,married,university.degree,yes,no,cellular,may,thu,127,6,999,nonexistent,5099.1,no
45,management,married,university.degree,yes,yes,cellular,may,thu,265,3,999,nonexistent,5099.1,no
36,management,married,university.degree,no,no,cellular,may,thu,272,4,999,nonexistent,5099.1,no
37,admin.,married,high.school,yes,no,cellular,may,thu,113,2,999,nonexistent,5099.1,no
42,admin.,divorced,professional.course,no,no,cellular,may,thu,37,2,999,failure,5099.1,no
31,management,single,university.degree,yes,no,cellular,may,thu,239,2,999,nonexistent,5099.1,no
53,blue-collar,married,basic.9y,no,no,telephone,may,thu,376,2,999,failure,5099.1,no
37,admin.,single,university.degree,yes,no,cellular,may,thu,255,6,999,failure,5099.1,no
49,blue-collar,married,basic.9y,no,no,cellular,may,thu,324,2,999,failure,5099.1,no
32,blue-collar,married,basic.9y,no,no,cellular,may,thu,228,4,999,nonexistent,5099.1,no
39,technician,married,professional.course,no,no,cellular,may,thu,20,8,999,nonexistent,5099.1,no
37,blue-collar,married,basic.6y,no,no,cellular,may,thu,635,2,999,nonexistent,5099.1,no
43,admin.,single,high.school,no,no,cellular,may,thu,209,2,999,nonexistent,5099.1,no
43,management,single,university.degree,unknown,unknown,cellular,may,thu,274,3,999,failure,5099.1,no
39,technician,married,professional.course,no,yes,cellular,may,thu,831,4,999,nonexistent,5099.1,no
34,services,single,high.school,yes,no,cellular,may,thu,541,3,999,failure,5099.1,no
46,blue-collar,unknown,unknown,no,no,cellular,may,thu,162,7,999,nonexistent,5099.1,no
43,admin.,divorced,high.school,yes,yes,cellular,may,thu,892,2,999,nonexistent,5099.1,no
39,admin.,married,basic.6y,yes,no,telephone,may,thu,123,3,999,nonexistent,5099.1,no
30,technician,single,university.degree,yes,no,cellular,may,thu,63,3,999,nonexistent,5099.1,no
46,admin.,married,high.school,yes,no,telephone,may,thu,146,4,999,nonexistent,5099.1,no
30,blue-collar,married,basic.4y,yes,yes,cellular,may,thu,463,2,999,nonexistent,5099.1,no
51,self-employed,married,high.school,yes,no,cellular,may,thu,43,2,999,failure,5099.1,no
55,unemployed,divorced,university.degree,no,no,cellular,may,thu,190,2,999,nonexistent,5099.1,no
36,services,married,high.school,no,no,cellular,may,thu,62,2,999,failure,5099.1,no
36,blue-collar,married,basic.4y,yes,yes,cellular,may,thu,350,3,999,nonexistent,5099.1,no
26,blue-collar,married,basic.9y,no,no,cellular,may,thu,273,4,999,nonexistent,5099.1,no
43,blue-collar,married,basic.6y,yes,no,cellular,may,thu,172,2,999,nonexistent,5099.1,no
46,blue-collar,single,basic.6y,yes,no,cellular,may,thu,304,3,999,nonexistent,5099.1,no
33,admin.,married,university.degree,no,no,cellular,may,thu,245,5,999,failure,5099.1,no
49,blue-collar,married,basic.9y,yes,no,cellular,may,thu,411,1,999,nonexistent,5099.1,no
50,blue-collar,married,basic.4y,no,no,cellular,may,thu,251,2,999,nonexistent,5099.1,no
26,services,single,high.school,yes,no,cellular,may,thu,177,2,999,nonexistent,5099.1,no
25,services,single,high.school,yes,no,cellular,may,thu,239,3,999,nonexistent,5099.1,no
35,technician,single,professional.course,yes,no,cellular,may,thu,100,1,999,nonexistent,5099.1,no
41,services,single,unknown,yes,no,cellular,may,thu,206,3,999,nonexistent,5099.1,no
50,admin.,married,basic.9y,yes,no,telephone,may,thu,138,4,999,nonexistent,5099.1,no
50,blue-collar,married,basic.4y,no,no,cellular,may,thu,857,3,999,nonexistent,5099.1,no
45,admin.,divorced,basic.9y,no,no,cellular,may,thu,133,1,12,success,5099.1,no
46,blue-collar,married,basic.4y,no,no,telephone,may,thu,10,4,999,nonexistent,5099.1,no
43,technician,married,professional.course,no,no,cellular,may,thu,681,5,999,nonexistent,5099.1,no
29,services,married,professional.course,no,no,cellular,may,thu,1051,2,999,nonexistent,5099.1,no
36,technician,single,university.degree,no,no,cellular,may,thu,235,4,999,nonexistent,5099.1,no
36,admin.,single,high.school,no,no,cellular,may,thu,42,2,999,failure,5099.1,no
41,technician,single,university.degree,yes,no,cellular,may,thu,59,4,999,nonexistent,5099.1,no
56,blue-collar,married,basic.9y,no,no,cellular,may,thu,369,1,999,nonexistent,5099.1,no
31,blue-collar,married,basic.9y,no,no,cellular,may,thu,212,1,999,nonexistent,5099.1,no
36,blue-collar,married,unknown,no,no,telephone,may,thu,55,1,999,nonexistent,5099.1,no
36,blue-collar,married,basic.4y,yes,yes,cellular,may,thu,490,1,999,nonexistent,5099.1,no
36,blue-collar,married,basic.4y,no,no,cellular,may,thu,227,2,999,nonexistent,5099.1,no
48,services,married,high.school,no,no,cellular,may,thu,388,2,999,nonexistent,5099.1,no
45,technician,married,professional.course,yes,yes,cellular,may,thu,702,1,999,nonexistent,5099.1,no
43,blue-collar,married,basic.9y,no,no,cellular,may,thu,1297,2,999,nonexistent,5099.1,no
28,technician,married,university.degree,yes,no,cellular,may,thu,201,1,999,nonexistent,5099.1,no
39,blue-collar,married,basic.4y,no,no,cellular,may,thu,155,1,999,nonexistent,5099.1,no
30,blue-collar,married,basic.4y,no,no,cellular,may,thu,208,1,999,failure,5099.1,no
36,blue-collar,married,basic.9y,no,no,cellular,may,thu,189,3,999,nonexistent,5099.1,no
30,blue-collar,single,high.school,yes,no,cellular,may,thu,340,1,999,nonexistent,5099.1,no
44,blue-collar,married,basic.4y,yes,yes,cellular,may,thu,148,5,999,nonexistent,5099.1,no
41,services,married,basic.6y,yes,no,cellular,may,thu,378,1,999,nonexistent,5099.1,no
58,technician,divorced,university.degree,no,no,cellular,may,thu,181,1,999,nonexistent,5099.1,no
41,blue-collar,married,unknown,no,yes,cellular,may,thu,373,2,999,failure,5099.1,no
57,retired,married,basic.6y,no,no,cellular,may,thu,873,1,999,failure,5099.1,no
41,technician,married,university.degree,yes,yes,cellular,may,fri,170,4,999,nonexistent,5099.1,no
35,admin.,married,high.school,yes,no,cellular,may,fri,141,2,999,nonexistent,5099.1,no
28,blue-collar,married,basic.9y,no,no,cellular,may,fri,182,2,999,failure,5099.1,no
25,admin.,single,high.school,no,no,telephone,may,fri,128,8,999,nonexistent,5099.1,no
31,management,divorced,university.degree,yes,no,cellular,may,fri,156,2,999,nonexistent,5099.1,no
50,blue-collar,divorced,basic.9y,no,no,cellular,may,fri,262,3,999,nonexistent,5099.1,no
33,blue-collar,single,basic.4y,no,yes,cellular,may,fri,328,2,999,failure,5099.1,no
30,blue-collar,married,basic.4y,no,no,telephone,may,fri,142,3,999,failure,5099.1,no
32,admin.,married,high.school,yes,no,telephone,may,fri,17,9,999,nonexistent,5099.1,no
39,blue-collar,married,basic.9y,unknown,unknown,telephone,may,fri,143,4,999,nonexistent,5099.1,no
39,technician,married,professional.course,yes,no,cellular,may,fri,608,2,999,nonexistent,5099.1,no
39,admin.,single,university.degree,yes,no,cellular,may,fri,150,2,999,nonexistent,5099.1,no
35,management,single,high.school,yes,yes,cellular,may,fri,130,2,999,nonexistent,5099.1,no
31,admin.,single,university.degree,no,no,telephone,may,fri,145,1,999,nonexistent,5099.1,no
38,admin.,single,unknown,yes,no,cellular,may,fri,191,1,999,nonexistent,5099.1,no
38,services,married,high.school,yes,yes,cellular,may,fri,302,1,999,nonexistent,5099.1,no
31,admin.,single,university.degree,yes,yes,cellular,may,fri,440,1,999,nonexistent,5099.1,no
31,blue-collar,married,basic.6y,no,no,cellular,may,fri,41,1,999,failure,5099.1,no
48,admin.,married,basic.9y,no,no,cellular,may,fri,253,3,999,nonexistent,5099.1,no
45,admin.,divorced,professional.course,no,yes,cellular,may,fri,132,1,999,failure,5099.1,no
49,admin.,divorced,university.degree,yes,no,cellular,may,fri,164,1,999,failure,5099.1,no
32,blue-collar,married,basic.4y,yes,no,cellular,may,fri,906,5,999,nonexistent,5099.1,no
44,admin.,married,high.school,no,no,cellular,may,fri,131,1,999,failure,5099.1,no
44,admin.,married,high.school,no,no,cellular,may,fri,127,1,999,failure,5099.1,no
34,admin.,married,university.degree,no,no,cellular,may,fri,104,1,999,failure,5099.1,no
33,admin.,married,university.degree,yes,no,cellular,may,fri,317,2,999,nonexistent,5099.1,no
44,admin.,married,high.school,yes,no,cellular,may,fri,263,1,999,nonexistent,5099.1,no
34,admin.,married,high.school,no,no,cellular,may,fri,67,2,999,nonexistent,5099.1,no
37,admin.,divorced,high.school,no,no,cellular,may,fri,11,8,999,failure,5099.1,no
35,admin.,married,high.school,yes,yes,cellular,may,fri,165,1,999,nonexistent,5099.1,no
25,admin.,single,high.school,yes,yes,cellular,may,fri,795,6,999,failure,5099.1,no
31,services,single,high.school,no,no,cellular,may,fri,98,2,999,nonexistent,5099.1,no
27,blue-collar,single,high.school,no,no,cellular,may,fri,80,4,999,nonexistent,5099.1,no
39,blue-collar,married,basic.6y,no,no,cellular,may,fri,138,1,999,nonexistent,5099.1,no
36,admin.,married,basic.9y,yes,yes,cellular,may,fri,85,1,999,nonexistent,5099.1,no
38,blue-collar,single,basic.6y,no,no,cellular,may,fri,39,1,999,nonexistent,5099.1,no
36,admin.,married,basic.9y,no,no,cellular,may,fri,159,1,999,failure,5099.1,no
39,blue-collar,married,basic.6y,yes,yes,cellular,may,fri,298,1,999,nonexistent,5099.1,no
41,admin.,single,high.school,yes,no,cellular,may,fri,57,1,999,failure,5099.1,no
32,services,married,high.school,yes,no,cellular,may,fri,76,1,999,nonexistent,5099.1,no
38,blue-collar,single,basic.9y,yes,no,cellular,may,fri,56,1,999,nonexistent,5099.1,no
56,management,divorced,university.degree,no,no,cellular,may,fri,166,1,999,nonexistent,5099.1,no
30,technician,single,professional.course,yes,no,cellular,may,fri,68,1,999,failure,5099.1,no
33,services,married,high.school,yes,no,cellular,may,fri,88,1,999,nonexistent,5099.1,no
32,technician,divorced,professional.course,no,yes,cellular,may,fri,168,1,999,nonexistent,5099.1,no
30,technician,single,professional.course,no,no,cellular,may,fri,440,1,999,nonexistent,5099.1,no
28,student,single,university.degree,no,no,cellular,may,fri,81,1,999,failure,5099.1,no
28,student,single,university.degree,yes,no,cellular,may,fri,126,1,999,nonexistent,5099.1,no
60,management,married,basic.4y,no,no,cellular,may,fri,65,2,999,nonexistent,5099.1,no
41,services,divorced,high.school,yes,no,cellular,may,fri,380,4,999,failure,5099.1,no
36,services,married,high.school,no,no,cellular,may,fri,114,1,999,nonexistent,5099.1,no
37,blue-collar,married,high.school,yes,no,cellular,may,fri,181,3,999,nonexistent,5099.1,no
32,blue-collar,married,basic.9y,yes,yes,cellular,may,fri,157,1,999,nonexistent,5099.1,no
36,services,single,basic.9y,yes,no,cellular,may,fri,293,3,999,failure,5099.1,no
38,blue-collar,single,basic.6y,yes,no,cellular,may,fri,1022,1,999,failure,5099.1,no
42,admin.,married,high.school,yes,no,cellular,may,fri,106,1,999,failure,5099.1,no
39,technician,single,professional.course,yes,no,cellular,may,fri,264,1,999,nonexistent,5099.1,no
45,technician,divorced,university.degree,yes,no,cellular,may,fri,84,1,999,failure,5099.1,no
37,blue-collar,single,basic.9y,yes,no,cellular,may,fri,72,1,999,failure,5099.1,no
31,admin.,married,high.school,yes,no,cellular,may,fri,364,5,999,nonexistent,5099.1,no
42,technician,married,professional.course,yes,no,cellular,may,fri,108,1,999,nonexistent,5099.1,no
36,services,single,high.school,no,no,cellular,may,fri,7,5,999,nonexistent,5099.1,no
43,unemployed,married,basic.9y,yes,no,cellular,may,fri,105,1,999,nonexistent,5099.1,no
33,blue-collar,married,high.school,yes,no,cellular,may,fri,26,1,999,nonexistent,5099.1,no
31,admin.,single,university.degree,yes,no,cellular,may,fri,266,3,999,nonexistent,5099.1,no
37,blue-collar,married,basic.4y,no,no,cellular,may,fri,206,1,999,nonexistent,5099.1,no
34,blue-collar,married,basic.9y,yes,yes,cellular,may,fri,197,1,999,nonexistent,5099.1,no
33,blue-collar,married,high.school,yes,no,cellular,may,fri,103,1,999,nonexistent,5099.1,no
34,blue-collar,married,basic.9y,yes,yes,cellular,may,fri,328,1,999,nonexistent,5099.1,no
36,technician,married,university.degree,yes,no,cellular,may,fri,285,1,999,failure,5099.1,no
35,blue-collar,married,basic.9y,yes,no,cellular,may,fri,63,1,999,failure,5099.1,no
37,technician,married,professional.course,yes,yes,cellular,may,fri,132,1,999,nonexistent,5099.1,no
35,blue-collar,married,basic.9y,no,no,cellular,may,fri,211,1,999,failure,5099.1,no
39,management,married,university.degree,yes,no,cellular,may,fri,53,1,999,nonexistent,5099.1,no
35,services,single,high.school,yes,yes,cellular,may,fri,94,1,999,nonexistent,5099.1,no
38,admin.,married,high.school,yes,no,cellular,may,fri,213,5,999,nonexistent,5099.1,no
37,blue-collar,married,high.school,yes,no,cellular,may,fri,475,3,999,nonexistent,5099.1,no
32,housemaid,married,basic.4y,yes,no,cellular,may,fri,240,1,999,nonexistent,5099.1,no
35,services,single,high.school,no,no,cellular,may,fri,198,1,999,nonexistent,5099.1,no
32,housemaid,married,basic.4y,yes,yes,cellular,may,fri,340,1,999,nonexistent,5099.1,no
39,blue-collar,divorced,basic.9y,yes,no,cellular,may,fri,247,1,999,nonexistent,5099.1,no
39,blue-collar,divorced,basic.9y,yes,no,cellular,may,fri,191,1,999,nonexistent,5099.1,no
36,blue-collar,married,high.school,yes,no,cellular,may,fri,154,1,999,nonexistent,5099.1,no
31,blue-collar,married,basic.9y,yes,no,cellular,may,fri,122,1,999,failure,5099.1,no
36,blue-collar,married,high.school,yes,no,cellular,may,fri,232,1,999,failure,5099.1,no
37,blue-collar,married,basic.9y,no,no,cellular,may,fri,65,2,999,failure,5099.1,no
37,self-employed,married,university.degree,yes,no,cellular,may,fri,279,1,999,nonexistent,5099.1,no
35,blue-collar,married,high.school,yes,no,cellular,may,fri,130,2,999,nonexistent,5099.1,no
33,services,single,high.school,yes,no,cellular,may,fri,557,1,999,failure,5099.1,no
37,entrepreneur,married,basic.9y,yes,no,telephone,may,fri,63,1,999,nonexistent,5099.1,no
31,services,single,high.school,no,no,cellular,may,fri,77,2,999,nonexistent,5099.1,no
37,self-employed,married,university.degree,no,no,cellular,may,fri,395,1,999,failure,5099.1,no
46,admin.,divorced,basic.9y,yes,no,cellular,may,fri,275,1,999,failure,5099.1,no
37,admin.,single,university.degree,yes,yes,cellular,may,fri,171,1,999,nonexistent,5099.1,no
34,entrepreneur,married,university.degree,no,no,cellular,may,fri,17,5,999,nonexistent,5099.1,no
40,blue-collar,married,unknown,no,no,cellular,may,fri,265,1,999,failure,5099.1,no
39,blue-collar,married,basic.6y,no,no,cellular,may,fri,40,2,999,nonexistent,5099.1,no
57,retired,single,university.degree,no,no,cellular,may,fri,208,1,999,nonexistent,5099.1,no
42,management,divorced,high.school,yes,no,cellular,may,fri,163,1,999,failure,5099.1,no
38,admin.,married,high.school,no,no,cellular,may,fri,240,1,999,nonexistent,5099.1,no
58,blue-collar,married,basic.9y,no,no,cellular,may,fri,74,2,999,failure,5099.1,no
49,blue-collar,single,unknown,yes,no,cellular,may,fri,49,1,999,failure,5099.1,no
33,technician,single,professional.course,yes,no,cellular,may,fri,70,1,999,nonexistent,5099.1,no
34,blue-collar,married,university.degree,no,yes,cellular,may,fri,208,4,999,nonexistent,5099.1,no
41,services,single,high.school,no,no,cellular,may,fri,103,1,999,failure,5099.1,no
31,self-employed,single,university.degree,no,no,cellular,may,fri,302,1,999,failure,5099.1,no
50,blue-collar,married,basic.6y,no,no,cellular,may,fri,103,6,999,nonexistent,5099.1,no
38,blue-collar,married,basic.9y,yes,no,cellular,may,fri,75,1,999,nonexistent,5099.1,no
41,services,married,high.school,yes,no,cellular,may,fri,97,1,999,failure,5099.1,no
29,technician,divorced,professional.course,yes,no,cellular,may,fri,14,5,999,failure,5099.1,no
25,admin.,single,high.school,yes,yes,cellular,may,fri,137,4,999,nonexistent,5099.1,no
39,services,married,high.school,yes,yes,cellular,may,fri,19,6,999,nonexistent,5099.1,no
31,management,married,university.degree,yes,no,cellular,may,fri,144,2,999,nonexistent,5099.1,no
42,entrepreneur,married,basic.6y,yes,yes,cellular,may,fri,158,3,999,failure,5099.1,no
47,services,single,basic.6y,no,yes,cellular,may,fri,307,1,999,nonexistent,5099.1,no
31,self-employed,married,university.degree,no,no,cellular,may,fri,182,1,999,nonexistent,5099.1,no
38,admin.,married,high.school,yes,no,cellular,may,fri,1281,1,999,nonexistent,5099.1,no
51,blue-collar,married,university.degree,no,no,cellular,may,fri,153,4,999,failure,5099.1,no
24,blue-collar,single,basic.4y,yes,no,cellular,may,fri,389,1,999,nonexistent,5099.1,no
33,technician,married,professional.course,no,no,cellular,may,fri,290,1,999,nonexistent,5099.1,no
32,technician,married,professional.course,yes,yes,cellular,may,fri,134,1,999,failure,5099.1,no
35,blue-collar,married,basic.9y,yes,yes,cellular,may,fri,153,1,999,failure,5099.1,no
29,blue-collar,married,basic.9y,no,no,cellular,may,fri,851,1,999,nonexistent,5099.1,no
33,blue-collar,single,basic.6y,unknown,unknown,cellular,may,fri,295,1,999,nonexistent,5099.1,no
36,entrepreneur,married,university.degree,yes,no,telephone,may,fri,139,1,999,nonexistent,5099.1,no
31,services,single,high.school,no,no,cellular,may,fri,182,2,999,failure,5099.1,no
33,technician,married,professional.course,yes,yes,cellular,may,fri,500,1,999,nonexistent,5099.1,no
47,blue-collar,married,high.school,no,yes,cellular,may,fri,168,2,999,nonexistent,5099.1,no
37,self-employed,single,university.degree,no,yes,cellular,may,fri,101,1,999,nonexistent,5099.1,no
55,entrepreneur,divorced,university.degree,no,no,cellular,may,fri,56,1,999,failure,5099.1,no
25,blue-collar,single,basic.9y,no,no,cellular,may,fri,299,3,999,nonexistent,5099.1,no
38,admin.,married,high.school,yes,no,cellular,may,fri,6,5,999,failure,5099.1,no
34,admin.,married,university.degree,yes,no,cellular,may,fri,159,1,999,failure,5099.1,no
44,services,single,high.school,no,no,cellular,may,fri,318,1,999,failure,5099.1,no
37,self-employed,single,university.degree,no,no,cellular,may,fri,263,1,999,nonexistent,5099.1,no
53,admin.,married,high.school,yes,no,cellular,may,fri,291,1,999,nonexistent,5099.1,no
32,student,single,university.degree,no,no,cellular,may,fri,209,1,999,nonexistent,5099.1,no
49,blue-collar,married,basic.4y,yes,no,cellular,may,fri,86,1,999,failure,5099.1,no
34,admin.,single,high.school,yes,no,cellular,may,fri,80,1,999,failure,5099.1,no
33,blue-collar,married,basic.9y,no,no,cellular,may,fri,52,1,999,failure,5099.1,no
39,technician,married,professional.course,yes,no,cellular,may,fri,346,1,999,failure,5099.1,no
44,management,divorced,university.degree,unknown,unknown,cellular,may,fri,47,5,999,nonexistent,5099.1,no
42,technician,married,professional.course,no,no,cellular,may,fri,1014,2,999,nonexistent,5099.1,no
36,blue-collar,married,basic.4y,no,no,cellular,may,fri,612,1,999,nonexistent,5099.1,no
32,blue-collar,married,basic.9y,yes,no,cellular,may,fri,144,2,999,failure,5099.1,no
33,admin.,single,university.degree,unknown,unknown,cellular,may,fri,498,1,999,failure,5099.1,no
36,blue-collar,married,basic.9y,yes,no,cellular,may,fri,232,1,999,nonexistent,5099.1,no
51,management,married,university.degree,no,no,cellular,may,fri,203,2,999,nonexistent,5099.1,no
31,management,single,university.degree,yes,no,cellular,may,fri,268,1,999,nonexistent,5099.1,no
37,blue-collar,married,basic.9y,yes,no,cellular,may,fri,210,1,999,nonexistent,5099.1,no
22,student,single,high.school,no,no,cellular,may,fri,312,1,999,nonexistent,5099.1,no
33,management,married,university.degree,no,no,cellular,may,fri,364,1,999,failure,5099.1,no
32,technician,single,university.degree,unknown,unknown,cellular,may,fri,31,1,999,nonexistent,5099.1,no
45,technician,single,university.degree,no,no,cellular,may,fri,561,1,999,nonexistent,5099.1,no
39,admin.,divorced,university.degree,no,no,telephone,may,fri,44,1,999,nonexistent,5099.1,no
36,blue-collar,married,basic.6y,no,no,cellular,may,fri,212,2,999,nonexistent,5099.1,no
36,blue-collar,married,basic.9y,no,yes,cellular,may,fri,49,1,999,nonexistent,5099.1,no
55,blue-collar,divorced,basic.4y,no,no,cellular,may,fri,278,1,999,nonexistent,5099.1,no
45,technician,single,university.degree,no,no,cellular,may,fri,763,1,999,nonexistent,5099.1,no
56,blue-collar,married,basic.9y,no,no,cellular,may,fri,50,1,999,failure,5099.1,no
32,admin.,married,university.degree,no,no,cellular,may,fri,402,1,999,failure,5099.1,no
35,blue-collar,married,basic.9y,no,no,cellular,may,fri,349,1,999,nonexistent,5099.1,no
32,technician,married,high.school,no,no,cellular,may,fri,134,1,999,failure,5099.1,no
28,services,married,high.school,no,yes,cellular,may,fri,343,1,999,failure,5099.1,no
42,services,married,high.school,yes,no,cellular,may,fri,120,1,999,nonexistent,5099.1,no
42,services,married,high.school,yes,no,telephone,may,fri,128,1,999,nonexistent,5099.1,no
31,blue-collar,married,basic.6y,yes,no,cellular,may,fri,191,1,999,nonexistent,5099.1,no
41,admin.,married,university.degree,yes,no,cellular,may,fri,114,2,999,nonexistent,5099.1,no
40,services,single,high.school,no,no,cellular,may,fri,239,1,999,failure,5099.1,no
